date,league,home_team,away_team,score
2020-11-28,Bundesliga,Augsburg,Freiburg,1–1
2020-11-28,Bundesliga,Gladbach,Schalke 04,4–1
2020-11-29,Bundesliga,Leverkusen,Hertha BSC,0–0
2020-11-29,Bundesliga,Mainz 05,Hoffenheim,1–1
2020-12-04,Bundesliga,Hertha BSC,Union Berlin,3–1
2020-12-05,Bundesliga,Eint Frankfurt,Dortmund,1–1
2020-12-05,Bundesliga,Köln,Wolfsburg,2–2
2020-12-05,Bundesliga,Arminia,Mainz 05,2–1
2020-12-05,Bundesliga,Freiburg,Gladbach,2–2
2020-12-05,Bundesliga,Bayern Munich,RB Leipzig,3–3
2020-12-06,Bundesliga,Werder Bremen,Stuttgart,1–2
2020-12-06,Bundesliga,Schalke 04,Leverkusen,0–3
2020-12-07,Bundesliga,Hoffenheim,Augsburg,3–1
2020-12-11,Bundesliga,Wolfsburg,Eint Frankfurt,2–1
2020-12-12,Bundesliga,Mainz 05,Köln,0–1
2020-12-12,Bundesliga,Freiburg,Arminia,2–0
2020-12-12,Bundesliga,Dortmund,Stuttgart,1–5
2020-12-12,Bundesliga,RB Leipzig,Werder Bremen,2–0
2020-12-12,Bundesliga,Gladbach,Hertha BSC,1–1
2020-12-12,Bundesliga,Union Berlin,Bayern Munich,1–1
2020-12-13,Bundesliga,Augsburg,Schalke 04,2–2
2020-12-13,Bundesliga,Leverkusen,Hoffenheim,4–1
2020-12-15,Bundesliga,Eint Frankfurt,Gladbach,3–3
2020-12-15,Bundesliga,Werder Bremen,Dortmund,1–2
2020-12-15,Bundesliga,Stuttgart,Union Berlin,2–2
2020-12-15,Bundesliga,Hertha BSC,Mainz 05,0–0
2020-12-16,Bundesliga,Schalke 04,Freiburg,0–2
2020-12-16,Bundesliga,Hoffenheim,RB Leipzig,0–1
2020-12-16,Bundesliga,Arminia,Augsburg,0–1
2020-12-16,Bundesliga,Köln,Leverkusen,0–4
2020-12-16,Bundesliga,Bayern Munich,Wolfsburg,2–1
2020-12-18,Bundesliga,Union Berlin,Dortmund,2–1
2020-12-19,Bundesliga,Augsburg,Eint Frankfurt,0–2
2020-12-19,Bundesliga,RB Leipzig,Köln,0–0
2020-12-19,Bundesliga,Schalke 04,Arminia,0–1
2020-12-19,Bundesliga,Gladbach,Hoffenheim,1–2
2020-12-19,Bundesliga,Mainz 05,Werder Bremen,0–1
2020-12-19,Bundesliga,Leverkusen,Bayern Munich,1–2
2020-12-20,Bundesliga,Freiburg,Hertha BSC,4–1
2020-12-20,Bundesliga,Wolfsburg,Stuttgart,1–0
2021-01-02,Bundesliga,Eint Frankfurt,Leverkusen,2–1
2021-01-02,Bundesliga,Arminia,Gladbach,0–1
2021-01-02,Bundesliga,Köln,Augsburg,0–1
2021-01-02,Bundesliga,Hoffenheim,Freiburg,1–3
2021-01-02,Bundesliga,Werder Bremen,Union Berlin,0–2
2021-01-02,Bundesliga,Hertha BSC,Schalke 04,3–0
2021-01-02,Bundesliga,Stuttgart,RB Leipzig,0–1
2021-01-03,Bundesliga,Dortmund,Wolfsburg,2–0
2021-01-03,Bundesliga,Bayern Munich,Mainz 05,5–2
2021-01-08,Bundesliga,Gladbach,Bayern Munich,3–2
2021-01-09,Bundesliga,Mainz 05,Eint Frankfurt,0–2
2021-01-09,Bundesliga,Union Berlin,Wolfsburg,2–2
2021-01-09,Bundesliga,Leverkusen,Werder Bremen,1–1
2021-01-09,Bundesliga,Freiburg,Köln,5–0
2021-01-09,Bundesliga,Schalke 04,Hoffenheim,4–0
2021-01-09,Bundesliga,RB Leipzig,Dortmund,1–3
2021-01-10,Bundesliga,Augsburg,Stuttgart,1–4
2021-01-10,Bundesliga,Arminia,Hertha BSC,1–0
2021-01-15,Bundesliga,Union Berlin,Leverkusen,1–0
2021-01-16,Bundesliga,Hoffenheim,Arminia,0–0
2021-01-16,Bundesliga,Wolfsburg,RB Leipzig,2–2
2021-01-16,Bundesliga,Dortmund,Mainz 05,1–1
2021-01-16,Bundesliga,Köln,Hertha BSC,0–0
2021-01-16,Bundesliga,Werder Bremen,Augsburg,2–0
2021-01-16,Bundesliga,Stuttgart,Gladbach,2–2
2021-01-17,Bundesliga,Bayern Munich,Freiburg,2–1
2021-01-17,Bundesliga,Eint Frankfurt,Schalke 04,3–1
2021-01-19,Bundesliga,Gladbach,Werder Bremen,1–0
2021-01-19,Bundesliga,Leverkusen,Dortmund,2–1
2021-01-19,Bundesliga,Hertha BSC,Hoffenheim,0–3
2021-01-19,Bundesliga,Mainz 05,Wolfsburg,0–2
2021-01-20,Bundesliga,Schalke 04,Köln,1–2
2021-01-20,Bundesliga,Augsburg,Bayern Munich,0–1
2021-01-20,Bundesliga,Arminia,Stuttgart,3–0
2021-01-20,Bundesliga,RB Leipzig,Union Berlin,1–0
2021-01-20,Bundesliga,Freiburg,Eint Frankfurt,2–2
2021-01-22,Bundesliga,Gladbach,Dortmund,4–2
2021-01-23,Bundesliga,Mainz 05,RB Leipzig,3–2
2021-01-23,Bundesliga,Arminia,Eint Frankfurt,1–5
2021-01-23,Bundesliga,Augsburg,Union Berlin,2–1
2021-01-23,Bundesliga,Freiburg,Stuttgart,2–1
2021-01-23,Bundesliga,Leverkusen,Wolfsburg,0–1
2021-01-23,Bundesliga,Hertha BSC,Werder Bremen,1–4
2021-01-24,Bundesliga,Schalke 04,Bayern Munich,0–4
2021-01-24,Bundesliga,Hoffenheim,Köln,3–0
2021-01-29,Bundesliga,Stuttgart,Mainz 05,2–0
2021-01-30,Bundesliga,Bayern Munich,Hoffenheim,4–1
2021-01-30,Bundesliga,Union Berlin,Gladbach,1–1
2021-01-30,Bundesliga,Werder Bremen,Schalke 04,1–1
2021-01-30,Bundesliga,Dortmund,Augsburg,3–1
2021-01-30,Bundesliga,Eint Frankfurt,Hertha BSC,3–1
2021-01-30,Bundesliga,RB Leipzig,Leverkusen,1–0
2021-01-31,Bundesliga,Köln,Arminia,3–1
2021-01-31,Bundesliga,Wolfsburg,Freiburg,3–0
2021-02-05,Bundesliga,Hertha BSC,Bayern Munich,0–1
2021-02-06,Bundesliga,Freiburg,Dortmund,2–1
2021-02-06,Bundesliga,Leverkusen,Stuttgart,5–2
2021-02-06,Bundesliga,Schalke 04,RB Leipzig,0–3
2021-02-06,Bundesliga,Mainz 05,Union Berlin,1–0
2021-02-06,Bundesliga,Augsburg,Wolfsburg,0–2
2021-02-06,Bundesliga,Gladbach,Köln,1–2
2021-02-07,Bundesliga,Hoffenheim,Eint Frankfurt,1–3
2021-02-12,Bundesliga,RB Leipzig,Augsburg,2–1
2021-02-13,Bundesliga,Werder Bremen,Freiburg,0–0
2021-02-13,Bundesliga,Dortmund,Hoffenheim,2–2
2021-02-13,Bundesliga,Stuttgart,Hertha BSC,1–1
2021-02-13,Bundesliga,Leverkusen,Mainz 05,2–2
2021-02-13,Bundesliga,Union Berlin,Schalke 04,0–0
2021-02-14,Bundesliga,Eint Frankfurt,Köln,2–0
2021-02-14,Bundesliga,Wolfsburg,Gladbach,0–0
2021-02-15,Bundesliga,Bayern Munich,Arminia,3–3
2021-02-19,Bundesliga,Arminia,Wolfsburg,0–3
2021-02-20,Bundesliga,Gladbach,Mainz 05,1–2
2021-02-20,Bundesliga,Köln,Stuttgart,0–1
2021-02-20,Bundesliga,Freiburg,Union Berlin,0–1
2021-02-20,Bundesliga,Eint Frankfurt,Bayern Munich,2–1
2021-02-20,Bundesliga,Schalke 04,Dortmund,0–4
2021-02-21,Bundesliga,Augsburg,Leverkusen,1–1
2021-02-21,Bundesliga,Hertha BSC,RB Leipzig,0–3
2021-02-21,Bundesliga,Hoffenheim,Werder Bremen,4–0
2021-02-26,Bundesliga,Werder Bremen,Eint Frankfurt,2–1
2021-02-27,Bundesliga,Bayern Munich,Köln,5–1
2021-02-27,Bundesliga,Stuttgart,Schalke 04,5–1
2021-02-27,Bundesliga,Dortmund,Arminia,3–0
2021-02-27,Bundesliga,Wolfsburg,Hertha BSC,2–0
2021-02-27,Bundesliga,RB Leipzig,Gladbach,3–2
2021-02-28,Bundesliga,Union Berlin,Hoffenheim,1–1
2021-02-28,Bundesliga,Mainz 05,Augsburg,0–1
2021-02-28,Bundesliga,Leverkusen,Freiburg,1–2
2021-03-05,Bundesliga,Schalke 04,Mainz 05,0–0
2021-03-06,Bundesliga,Gladbach,Leverkusen,0–1
2021-03-06,Bundesliga,Eint Frankfurt,Stuttgart,1–1
2021-03-06,Bundesliga,Hertha BSC,Augsburg,2–1
2021-03-06,Bundesliga,Hoffenheim,Wolfsburg,2–1
2021-03-06,Bundesliga,Freiburg,RB Leipzig,0–3
2021-03-06,Bundesliga,Bayern Munich,Dortmund,4–2
2021-03-07,Bundesliga,Köln,Werder Bremen,1–1
2021-03-07,Bundesliga,Arminia,Union Berlin,0–0
2021-03-10,Bundesliga,Arminia,Werder Bremen,0–2
2021-03-12,Bundesliga,Augsburg,Gladbach,3–1
2021-03-13,Bundesliga,Union Berlin,Köln,2–1
2021-03-13,Bundesliga,Werder Bremen,Bayern Munich,1–3
2021-03-13,Bundesliga,Wolfsburg,Schalke 04,5–0
2021-03-13,Bundesliga,Mainz 05,Freiburg,1–0
2021-03-13,Bundesliga,Dortmund,Hertha BSC,2–0
2021-03-14,Bundesliga,Leverkusen,Arminia,1–2
2021-03-14,Bundesliga,RB Leipzig,Eint Frankfurt,1–1
2021-03-14,Bundesliga,Stuttgart,Hoffenheim,2–0
2021-03-19,Bundesliga,Arminia,RB Leipzig,0–1
2021-03-20,Bundesliga,Bayern Munich,Stuttgart,4–0
2021-03-20,Bundesliga,Werder Bremen,Wolfsburg,1–2
2021-03-20,Bundesliga,Köln,Dortmund,2–2
2021-03-20,Bundesliga,Eint Frankfurt,Union Berlin,5–2
2021-03-20,Bundesliga,Schalke 04,Gladbach,0–3
2021-03-21,Bundesliga,Hoffenheim,Mainz 05,1–2
2021-03-21,Bundesliga,Hertha BSC,Leverkusen,3–0
2021-03-21,Bundesliga,Freiburg,Augsburg,2–0
2021-04-03,Bundesliga,Wolfsburg,Köln,1–0
2021-04-03,Bundesliga,Mainz 05,Arminia,1–1
2021-04-03,Bundesliga,Dortmund,Eint Frankfurt,1–2
2021-04-03,Bundesliga,Augsburg,Hoffenheim,2–1
2021-04-03,Bundesliga,Leverkusen,Schalke 04,2–1
2021-04-03,Bundesliga,RB Leipzig,Bayern Munich,0–1
2021-04-03,Bundesliga,Gladbach,Freiburg,2–1
2021-04-04,Bundesliga,Stuttgart,Werder Bremen,1–0
2021-04-04,Bundesliga,Union Berlin,Hertha BSC,1–1
2021-04-09,Bundesliga,Arminia,Freiburg,1–0
2021-04-10,Bundesliga,Eint Frankfurt,Wolfsburg,4–3
2021-04-10,Bundesliga,Bayern Munich,Union Berlin,1–1
2021-04-10,Bundesliga,Hertha BSC,Gladbach,2–2
2021-04-10,Bundesliga,Werder Bremen,RB Leipzig,1–4
2021-04-10,Bundesliga,Stuttgart,Dortmund,2–3
2021-04-11,Bundesliga,Schalke 04,Augsburg,1–0
2021-04-11,Bundesliga,Köln,Mainz 05,2–3
2021-04-12,Bundesliga,Hoffenheim,Leverkusen,0–0
2021-04-16,Bundesliga,RB Leipzig,Hoffenheim,0–0
2021-04-17,Bundesliga,Wolfsburg,Bayern Munich,2–3
2021-04-17,Bundesliga,Freiburg,Schalke 04,4–0
2021-04-17,Bundesliga,Gladbach,Eint Frankfurt,4–0
2021-04-17,Bundesliga,Union Berlin,Stuttgart,2–1
2021-04-17,Bundesliga,Augsburg,Arminia,0–0
2021-04-17,Bundesliga,Leverkusen,Köln,3–0
2021-04-18,Bundesliga,Dortmund,Werder Bremen,4–1
2021-04-20,Bundesliga,Köln,RB Leipzig,2–1
2021-04-20,Bundesliga,Eint Frankfurt,Augsburg,2–0
2021-04-20,Bundesliga,Bayern Munich,Leverkusen,2–0
2021-04-20,Bundesliga,Arminia,Schalke 04,1–0
2021-04-21,Bundesliga,Hoffenheim,Gladbach,3–2
2021-04-21,Bundesliga,Stuttgart,Wolfsburg,1–3
2021-04-21,Bundesliga,Werder Bremen,Mainz 05,0–1
2021-04-21,Bundesliga,Dortmund,Union Berlin,2–0
2021-04-23,Bundesliga,Augsburg,Köln,2–3
2021-04-24,Bundesliga,Mainz 05,Bayern Munich,2–1
2021-04-24,Bundesliga,Freiburg,Hoffenheim,1–1
2021-04-24,Bundesliga,Union Berlin,Werder Bremen,3–1
2021-04-24,Bundesliga,Wolfsburg,Dortmund,0–2
2021-04-24,Bundesliga,Leverkusen,Eint Frankfurt,3–1
2021-04-25,Bundesliga,RB Leipzig,Stuttgart,2–0
2021-04-25,Bundesliga,Gladbach,Arminia,5–0
2021-05-03,Bundesliga,Mainz 05,Hertha BSC,1–1
2021-05-06,Bundesliga,Hertha BSC,Freiburg,3–0
2021-05-07,Bundesliga,Stuttgart,Augsburg,2–1
2021-05-08,Bundesliga,Hoffenheim,Schalke 04,4–2
2021-05-08,Bundesliga,Wolfsburg,Union Berlin,3–0
2021-05-08,Bundesliga,Dortmund,RB Leipzig,3–2
2021-05-08,Bundesliga,Werder Bremen,Leverkusen,0–0
2021-05-08,Bundesliga,Bayern Munich,Gladbach,6–0
2021-05-09,Bundesliga,Köln,Freiburg,1–4
2021-05-09,Bundesliga,Eint Frankfurt,Mainz 05,1–1
2021-05-09,Bundesliga,Hertha BSC,Arminia,0–0
2021-05-12,Bundesliga,Schalke 04,Hertha BSC,1–2
2021-05-15,Bundesliga,Arminia,Hoffenheim,1–1
2021-05-15,Bundesliga,Schalke 04,Eint Frankfurt,4–3
2021-05-15,Bundesliga,Freiburg,Bayern Munich,2–2
2021-05-15,Bundesliga,Augsburg,Werder Bremen,2–0
2021-05-15,Bundesliga,Gladbach,Stuttgart,1–2
2021-05-15,Bundesliga,Leverkusen,Union Berlin,1–1
2021-05-15,Bundesliga,Hertha BSC,Köln,0–0
2021-05-16,Bundesliga,Mainz 05,Dortmund,1–3
2021-05-16,Bundesliga,RB Leipzig,Wolfsburg,2–2
2021-05-22,Bundesliga,Wolfsburg,Mainz 05,2–3
2021-05-22,Bundesliga,Stuttgart,Arminia,0–2
2021-05-22,Bundesliga,Union Berlin,RB Leipzig,2–1
2021-05-22,Bundesliga,Köln,Schalke 04,1–0
2021-05-22,Bundesliga,Werder Bremen,Gladbach,2–4
2021-05-22,Bundesliga,Bayern Munich,Augsburg,5–2
2021-05-22,Bundesliga,Dortmund,Leverkusen,3–1
2021-05-22,Bundesliga,Hoffenheim,Hertha BSC,2–1
2021-05-22,Bundesliga,Eint Frankfurt,Freiburg,3–1
2021-05-26,Bundesliga,Köln,Holstein Kiel,0–1
2021-05-29,Bundesliga,Holstein Kiel,Köln,1–5
2021-08-13,Bundesliga,Gladbach,Bayern Munich,1–1
2021-08-14,Bundesliga,Stuttgart,Greuther Fürth,5–1
2021-08-14,Bundesliga,Union Berlin,Leverkusen,1–1
2021-08-14,Bundesliga,Wolfsburg,Bochum,1–0
2021-08-14,Bundesliga,Arminia,Freiburg,0–0
2021-08-14,Bundesliga,Augsburg,Hoffenheim,0–4
2021-08-14,Bundesliga,Dortmund,Eint Frankfurt,5–2
2021-08-15,Bundesliga,Mainz 05,RB Leipzig,1–0
2021-08-15,Bundesliga,Köln,Hertha BSC,3–1
2021-08-20,Bundesliga,RB Leipzig,Stuttgart,4–0
2021-08-21,Bundesliga,Hertha BSC,Wolfsburg,1–2
2021-08-21,Bundesliga,Bochum,Mainz 05,2–0
2021-08-21,Bundesliga,Greuther Fürth,Arminia,1–1
2021-08-21,Bundesliga,Freiburg,Dortmund,2–1
2021-08-21,Bundesliga,Eint Frankfurt,Augsburg,0–0
2021-08-21,Bundesliga,Leverkusen,Gladbach,4–0
2021-08-22,Bundesliga,Hoffenheim,Union Berlin,2–2
2021-08-22,Bundesliga,Bayern Munich,Köln,3–2
2021-08-27,Bundesliga,Dortmund,Hoffenheim,3–2
2021-08-28,Bundesliga,Mainz 05,Greuther Fürth,3–0
2021-08-28,Bundesliga,Stuttgart,Freiburg,2–3
2021-08-28,Bundesliga,Arminia,Eint Frankfurt,1–1
2021-08-28,Bundesliga,Augsburg,Leverkusen,1–4
2021-08-28,Bundesliga,Köln,Bochum,2–1
2021-08-28,Bundesliga,Bayern Munich,Hertha BSC,5–0
2021-08-29,Bundesliga,Union Berlin,Gladbach,2–1
2021-08-29,Bundesliga,Wolfsburg,RB Leipzig,1–0
2021-09-11,Bundesliga,Freiburg,Köln,1–1
2021-09-11,Bundesliga,Hoffenheim,Mainz 05,0–2
2021-09-11,Bundesliga,Union Berlin,Augsburg,0–0
2021-09-11,Bundesliga,Leverkusen,Dortmund,3–4
2021-09-11,Bundesliga,Greuther Fürth,Wolfsburg,0–2
2021-09-11,Bundesliga,RB Leipzig,Bayern Munich,1–4
2021-09-12,Bundesliga,Eint Frankfurt,Stuttgart,1–1
2021-09-12,Bundesliga,Bochum,Hertha BSC,1–3
2021-09-12,Bundesliga,Gladbach,Arminia,3–1
2021-09-17,Bundesliga,Hertha BSC,Greuther Fürth,2–1
2021-09-18,Bundesliga,Augsburg,Gladbach,1–0
2021-09-18,Bundesliga,Arminia,Hoffenheim,0–0
2021-09-18,Bundesliga,Bayern Munich,Bochum,7–0
2021-09-18,Bundesliga,Mainz 05,Freiburg,0–0
2021-09-18,Bundesliga,Köln,RB Leipzig,1–1
2021-09-19,Bundesliga,Stuttgart,Leverkusen,1–3
2021-09-19,Bundesliga,Dortmund,Union Berlin,4–2
2021-09-19,Bundesliga,Wolfsburg,Eint Frankfurt,1–1
2021-09-24,Bundesliga,Greuther Fürth,Bayern Munich,1–3
2021-09-25,Bundesliga,Eint Frankfurt,Köln,1–1
2021-09-25,Bundesliga,Hoffenheim,Wolfsburg,3–1
2021-09-25,Bundesliga,Leverkusen,Mainz 05,1–0
2021-09-25,Bundesliga,Union Berlin,Arminia,1–0
2021-09-25,Bundesliga,RB Leipzig,Hertha BSC,6–0
2021-09-25,Bundesliga,Gladbach,Dortmund,1–0
2021-09-26,Bundesliga,Bochum,Stuttgart,0–0
2021-09-26,Bundesliga,Freiburg,Augsburg,3–0
2021-10-01,Bundesliga,Köln,Greuther Fürth,3–1
2021-10-02,Bundesliga,Stuttgart,Hoffenheim,3–1
2021-10-02,Bundesliga,Dortmund,Augsburg,2–1
2021-10-02,Bundesliga,Hertha BSC,Freiburg,1–2
2021-10-02,Bundesliga,Wolfsburg,Gladbach,1–3
2021-10-02,Bundesliga,RB Leipzig,Bochum,3–0
2021-10-03,Bundesliga,Mainz 05,Union Berlin,1–2
2021-10-03,Bundesliga,Bayern Munich,Eint Frankfurt,1–2
2021-10-03,Bundesliga,Arminia,Leverkusen,0–4
2021-10-15,Bundesliga,Hoffenheim,Köln,5–0
2021-10-16,Bundesliga,Eint Frankfurt,Hertha BSC,1–2
2021-10-16,Bundesliga,Union Berlin,Wolfsburg,2–0
2021-10-16,Bundesliga,Freiburg,RB Leipzig,1–1
2021-10-16,Bundesliga,Greuther Fürth,Bochum,0–1
2021-10-16,Bundesliga,Dortmund,Mainz 05,3–1
2021-10-16,Bundesliga,Gladbach,Stuttgart,1–1
2021-10-17,Bundesliga,Leverkusen,Bayern Munich,1–5
2021-10-17,Bundesliga,Augsburg,Arminia,1–1
2021-10-22,Bundesliga,Mainz 05,Augsburg,4–1
2021-10-23,Bundesliga,Bayern Munich,Hoffenheim,4–0
2021-10-23,Bundesliga,Wolfsburg,Freiburg,0–2
2021-10-23,Bundesliga,RB Leipzig,Greuther Fürth,4–1
2021-10-23,Bundesliga,Arminia,Dortmund,1–3
2021-10-23,Bundesliga,Hertha BSC,Gladbach,1–0
2021-10-24,Bundesliga,Köln,Leverkusen,2–2
2021-10-24,Bundesliga,Stuttgart,Union Berlin,1–1
2021-10-24,Bundesliga,Bochum,Eint Frankfurt,2–0
2021-10-29,Bundesliga,Hoffenheim,Hertha BSC,2–0
2021-10-30,Bundesliga,Freiburg,Greuther Fürth,3–1
2021-10-30,Bundesliga,Leverkusen,Wolfsburg,0–2
2021-10-30,Bundesliga,Dortmund,Köln,2–0
2021-10-30,Bundesliga,Union Berlin,Bayern Munich,2–5
2021-10-30,Bundesliga,Arminia,Mainz 05,1–2
2021-10-30,Bundesliga,Eint Frankfurt,RB Leipzig,1–1
2021-10-31,Bundesliga,Augsburg,Stuttgart,4–1
2021-10-31,Bundesliga,Gladbach,Bochum,2–1
2021-11-05,Bundesliga,Mainz 05,Gladbach,1–1
2021-11-06,Bundesliga,Bochum,Hoffenheim,2–0
2021-11-06,Bundesliga,Stuttgart,Arminia,0–1
2021-11-06,Bundesliga,Bayern Munich,Freiburg,2–1
2021-11-06,Bundesliga,Wolfsburg,Augsburg,1–0
2021-11-06,Bundesliga,RB Leipzig,Dortmund,2–1
2021-11-07,Bundesliga,Hertha BSC,Leverkusen,1–1
2021-11-07,Bundesliga,Köln,Union Berlin,2–2
2021-11-07,Bundesliga,Greuther Fürth,Eint Frankfurt,1–2
2021-11-19,Bundesliga,Augsburg,Bayern Munich,2–1
2021-11-20,Bundesliga,Hoffenheim,RB Leipzig,2–0
2021-11-20,Bundesliga,Dortmund,Stuttgart,2–1
2021-11-20,Bundesliga,Leverkusen,Bochum,1–0
2021-11-20,Bundesliga,Arminia,Wolfsburg,2–2
2021-11-20,Bundesliga,Gladbach,Greuther Fürth,4–0
2021-11-20,Bundesliga,Union Berlin,Hertha BSC,2–0
2021-11-21,Bundesliga,Freiburg,Eint Frankfurt,0–2
2021-11-21,Bundesliga,Mainz 05,Köln,1–1
2021-11-26,Bundesliga,Stuttgart,Mainz 05,2–1
2021-11-27,Bundesliga,Hertha BSC,Augsburg,1–1
2021-11-27,Bundesliga,Wolfsburg,Dortmund,1–3
2021-11-27,Bundesliga,Bochum,Freiburg,2–1
2021-11-27,Bundesliga,Köln,Gladbach,4–1
2021-11-27,Bundesliga,Greuther Fürth,Hoffenheim,3–6
2021-11-27,Bundesliga,Bayern Munich,Arminia,1–0
2021-11-28,Bundesliga,Eint Frankfurt,Union Berlin,2–1
2021-11-28,Bundesliga,RB Leipzig,Leverkusen,1–3
2021-12-03,Bundesliga,Union Berlin,RB Leipzig,2–1
2021-12-04,Bundesliga,Leverkusen,Greuther Fürth,7–1
2021-12-04,Bundesliga,Arminia,Köln,1–1
2021-12-04,Bundesliga,Hoffenheim,Eint Frankfurt,3–2
2021-12-04,Bundesliga,Augsburg,Bochum,2–3
2021-12-04,Bundesliga,Mainz 05,Wolfsburg,3–0
2021-12-04,Bundesliga,Dortmund,Bayern Munich,2–3
2021-12-05,Bundesliga,Stuttgart,Hertha BSC,2–2
2021-12-05,Bundesliga,Gladbach,Freiburg,0–6
2021-12-10,Bundesliga,Köln,Augsburg,0–2
2021-12-11,Bundesliga,Hertha BSC,Arminia,2–0
2021-12-11,Bundesliga,Bayern Munich,Mainz 05,2–1
2021-12-11,Bundesliga,Freiburg,Hoffenheim,1–2
2021-12-11,Bundesliga,RB Leipzig,Gladbach,4–1
2021-12-11,Bundesliga,Bochum,Dortmund,1–1
2021-12-11,Bundesliga,Wolfsburg,Stuttgart,0–2
2021-12-12,Bundesliga,Greuther Fürth,Union Berlin,1–0
2021-12-12,Bundesliga,Eint Frankfurt,Leverkusen,5–2
2021-12-14,Bundesliga,Stuttgart,Bayern Munich,0–5
2021-12-14,Bundesliga,Wolfsburg,Köln,2–3
2021-12-14,Bundesliga,Arminia,Bochum,2–0
2021-12-14,Bundesliga,Mainz 05,Hertha BSC,4–0
2021-12-15,Bundesliga,Gladbach,Eint Frankfurt,2–3
2021-12-15,Bundesliga,Leverkusen,Hoffenheim,2–2
2021-12-15,Bundesliga,Union Berlin,Freiburg,0–0
2021-12-15,Bundesliga,Dortmund,Greuther Fürth,3–0
2021-12-15,Bundesliga,Augsburg,RB Leipzig,1–1
2021-12-17,Bundesliga,Bayern Munich,Wolfsburg,4–0
2021-12-18,Bundesliga,Bochum,Union Berlin,0–1
2021-12-18,Bundesliga,Greuther Fürth,Augsburg,0–0
2021-12-18,Bundesliga,RB Leipzig,Arminia,0–2
2021-12-18,Bundesliga,Hoffenheim,Gladbach,1–1
2021-12-18,Bundesliga,Eint Frankfurt,Mainz 05,1–0
2021-12-18,Bundesliga,Hertha BSC,Dortmund,3–2
2021-12-19,Bundesliga,Freiburg,Leverkusen,2–1
2021-12-19,Bundesliga,Köln,Stuttgart,1–0
2022-01-07,Bundesliga,Bayern Munich,Gladbach,1–2
2022-01-08,Bundesliga,Freiburg,Arminia,2–2
2022-01-08,Bundesliga,Leverkusen,Union Berlin,2–2
2022-01-08,Bundesliga,RB Leipzig,Mainz 05,4–1
2022-01-08,Bundesliga,Hoffenheim,Augsburg,3–1
2022-01-08,Bundesliga,Greuther Fürth,Stuttgart,0–0
2022-01-08,Bundesliga,Eint Frankfurt,Dortmund,2–3
2022-01-09,Bundesliga,Hertha BSC,Köln,1–3
2022-01-09,Bundesliga,Bochum,Wolfsburg,1–0
2022-01-14,Bundesliga,Dortmund,Freiburg,5–1
2022-01-15,Bundesliga,Stuttgart,RB Leipzig,0–2
2022-01-15,Bundesliga,Union Berlin,Hoffenheim,2–1
2022-01-15,Bundesliga,Köln,Bayern Munich,0–4
2022-01-15,Bundesliga,Mainz 05,Bochum,1–0
2022-01-15,Bundesliga,Wolfsburg,Hertha BSC,0–0
2022-01-15,Bundesliga,Gladbach,Leverkusen,1–2
2022-01-16,Bundesliga,Augsburg,Eint Frankfurt,1–1
2022-01-16,Bundesliga,Arminia,Greuther Fürth,2–2
2022-01-21,Bundesliga,Eint Frankfurt,Arminia,0–2
2022-01-22,Bundesliga,Leverkusen,Augsburg,5–1
2022-01-22,Bundesliga,Gladbach,Union Berlin,1–2
2022-01-22,Bundesliga,Greuther Fürth,Mainz 05,2–1
2022-01-22,Bundesliga,Hoffenheim,Dortmund,2–3
2022-01-22,Bundesliga,Freiburg,Stuttgart,2–0
2022-01-22,Bundesliga,Bochum,Köln,2–2
2022-01-23,Bundesliga,RB Leipzig,Wolfsburg,2–0
2022-01-23,Bundesliga,Hertha BSC,Bayern Munich,1–4
2022-02-04,Bundesliga,Hertha BSC,Bochum,1–1
2022-02-05,Bundesliga,Stuttgart,Eint Frankfurt,2–3
2022-02-05,Bundesliga,Arminia,Gladbach,1–1
2022-02-05,Bundesliga,Köln,Freiburg,1–0
2022-02-05,Bundesliga,Augsburg,Union Berlin,2–0
2022-02-05,Bundesliga,Mainz 05,Hoffenheim,2–0
2022-02-05,Bundesliga,Bayern Munich,RB Leipzig,3–2
2022-02-06,Bundesliga,Dortmund,Leverkusen,2–5
2022-02-06,Bundesliga,Wolfsburg,Greuther Fürth,4–1
2022-02-11,Bundesliga,RB Leipzig,Köln,3–1
2022-02-12,Bundesliga,Freiburg,Mainz 05,1–1
2022-02-12,Bundesliga,Greuther Fürth,Hertha BSC,2–1
2022-02-12,Bundesliga,Gladbach,Augsburg,3–2
2022-02-12,Bundesliga,Eint Frankfurt,Wolfsburg,0–2
2022-02-12,Bundesliga,Bochum,Bayern Munich,4–2
2022-02-12,Bundesliga,Leverkusen,Stuttgart,4–2
2022-02-13,Bundesliga,Union Berlin,Dortmund,0–3
2022-02-13,Bundesliga,Hoffenheim,Arminia,2–0
2022-02-18,Bundesliga,Mainz 05,Leverkusen,3–2
2022-02-19,Bundesliga,Stuttgart,Bochum,1–1
2022-02-19,Bundesliga,Arminia,Union Berlin,1–0
2022-02-19,Bundesliga,Wolfsburg,Hoffenheim,1–2
2022-02-19,Bundesliga,Augsburg,Freiburg,1–2
2022-02-19,Bundesliga,Köln,Eint Frankfurt,1–0
2022-02-20,Bundesliga,Bayern Munich,Greuther Fürth,4–1
2022-02-20,Bundesliga,Dortmund,Gladbach,6–0
